time_s,label,amp_mean,amp_std,amp_max,phase_std,i_mean,q_mean
0.0,1,31.70737389379873,13.9024639902313,6.188803529605696,0.4182642025562549,-15.650104042375965,24.522477293973427
0.1,1,31.698496770038837,13.901401021913072,6.188567440453003,0.4181863358483728,-15.636601544275967,24.511314899146157
0.2,1,31.67178203861496,13.898202134591843,6.187856955811466,0.41795200491489387,-15.595967250465835,24.477722891176953
0.3,1,31.617802555637077,13.89173849927786,6.1864213585715415,0.4174785185748939,-15.51386205844366,24.409847267606192
0.4,1,31.53383500216933,13.881684020569983,6.1841882218001265,0.4167419882232179,-15.386143690996153,24.304263651715555
0.5,1,31.4229182102194,13.868402576804442,6.181238364352539,0.4157690685055683,-15.217434356050148,24.164793178782162
0.6000000000000001,1,31.288716496463817,13.852332940312479,6.177669239194701,0.41459190212653674,-15.013307626661623,23.996043455360173
0.7000000000000001,1,31.132723628688385,13.833653974059246,6.173520572168412,0.4132235942869631,-14.776035553993593,23.7998927549211
0.8,1,30.95511576489906,13.812386771264274,6.168797047844752,0.4116656909591464,-14.505886079072491,23.57656260559748
0.9,1,30.756412050100135,13.788593504706276,6.1635124753261525,0.40992274138463913,-14.203648918042537,23.32670590452561
1.0,1,30.5378395264647,13.762421113014604,6.157699491179578,0.408005502652257,-13.871190534510134,23.051865634086088
1.1,1,30.300731503835046,13.734029239783492,6.151393553121674,0.40592567380296535,-13.51053886981271,22.75371817049583
1.2000000000000002,1,30.046088475664423,13.70353765601057,6.144621260958229,0.4036920474034976,-13.123215471526704,22.433521275095792
1.3,1,29.774662117298483,13.671036361255027,6.137402601583112,0.4013112249378802,-12.710363606566503,22.09222021472235
1.4,1,29.487200291948405,13.636614964256527,6.129757478956451,0.3987897385659315,-12.27312127542438,21.730756087902083
1.5,1,29.18452141118793,13.600371536622117,6.121707681645172,0.3961347227296236,-11.81273391094679,21.350158500523097
1.6,1,28.867436674651614,13.56240316039634,6.113274774966568,0.3933533094924708,-11.330434957089539,20.951446452474524
1.7000000000000002,1,28.536682333193045,13.5227977879842,6.104478282481499,0.3904520681242528,-10.827342598623925,20.535543640889163
1.8,1,28.192926004189943,13.481635272923763,6.095335922758739,0.3874369272600279,-10.30447158826648,20.103289728206175
1.9,1,27.83680159309703,13.438991880674882,6.085864641499525,0.3843132793896192,-9.762789035991062,19.655486461824577
2.0,1,27.468925219311032,13.39494192671665,6.076080987987654,0.38108621015536176,-9.203236466038735,19.192912710938053
2.1,1,27.0898920744883,13.349556433126816,6.066000764081856,0.3777609906658451,-8.626717202626237,18.71631093332746
2.2,1,26.700270576922676,13.302902065421009,6.055638709877071,0.3743433392240247,-8.034084511572857,18.226381211786826
2.3000000000000003,1,26.30059498881931,13.255041969768044,6.04500872651985,0.37083854588349,-7.426144290913439,17.723793867952832
2.4000000000000004,1,25.891355742014554,13.206037065901995,6.034124366900247,0.36724992864955036,-6.8036602440917155,17.209195600426707
2.5,1,25.473006232849503,13.15594555159929,6.02299884430377,0.3635792139111186,-6.167353689711952,16.68318885672083
2.6,1,25.04600042573869,13.10482087663776,6.011644261310193,0.3598303066152931,-5.517907882008886,16.146311522070704
2.7,1,24.61082222311678,13.052711723122437,6.000071038844085,0.3560122027962765,-4.855983876287344,15.599070726753588
2.8000000000000003,1,24.167934716190288,12.999666492779726,5.988289050881022,0.35213374661495483,-4.182228734401236,15.042020950053615
2.9000000000000004,1,23.717667691081942,12.9457376853964,5.976309946054378,0.34819228842162114,-3.497249171168302,14.475767163439643
3.0,1,23.260218935972865,12.890976744616836,5.964147017757714,0.34417392282586184,-2.801571069646714,13.900802644091893
3.1,1,22.795900031430957,12.8354200539,5.951810186796999,0.34007807077324714,-2.0956616537605117,13.317348772587872
3.2,1,22.32537529564949,12.77908673134179,5.939301482307542,0.3359408805511125,-1.3800422887717667,12.725550834022329
3.3000000000000003,1,21.84936882455306,12.722006749912232,5.9266214615782555,0.3318052687068084,-0.6553534912900452,12.126014255909569
3.4000000000000004,1,21.367868989241487,12.664253177081031,5.913785180412992,0.3276416413960567,0.07782141970614487,11.519907742136782
3.5,1,20.879985434865844,12.605913408409034,5.9008239907440405,0.3233351211348277,0.8192644357857567,10.90791575619101
3.6,1,20.385517928742704,12.546992308532596,5.88775309079571,0.31884315898170973,1.5690411814549319,10.289001902458086
3.7,1,19.886789230991155,12.487379998447338,5.874536187388296,0.3143760897555392,2.3267580857457832,9.661455913094576
3.8,1,19.387063361247353,12.427028452634227,5.861120787778418,0.3102345992651089,3.091013326606806,9.026564812873167
3.9,1,18.88507968728345,12.366192346163006,5.847548309516676,0.30626462213476907,3.8604540430674117,8.389936744303698
4.0,1,18.37313544163652,12.305284541393569,5.833985423304049,0.3016762586658501,4.635978774305317,7.7549165502998765
4.1000000000000005,1,17.846946428945778,12.244219325734099,5.820518399653697,0.2960368863100874,5.4206078596929546,7.113351140409367
