Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.6666666666666666,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7870370370370371,0.755209976710991,80,21
2,0.6190476190476191,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.7129629629629629,0.7186243386243386,78,21
3,0.9047619047619048,1.0,0.8333333333333334,0.9090909090909091,0.9814814814814815,0.9257335257335259,78,21
4,0.95,1.0,0.9166666666666666,0.9565217391304348,0.9895833333333333,0.962554347826087,79,20
5,0.65,1.0,0.4166666666666667,0.5882352941176471,1.0,0.7309803921568627,81,20
