Feature;RMSE;MAE;MSE
amp_mean;4.514290635993168;3.0489249126863727;20.378819946215607
amp_std;2.833329848259043;1.8217632337942307;8.027758029035612
amp_max;8.289086954555403;5.660624444366013;68.70896254018055
phase_std;0.7093582964085516;0.43012776164966626;0.5031891926836426
i_mean;23.81236461871654;18.795372863380074;567.0287087347033
q_mean;23.35728375056862;18.39312024109459;545.5627042045769
