Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.6018518518518519,0.6219512195121951,0.8095238095238095,0.7034482758620689,0.6853615520282187,0.6844273417556288,428,108
2,0.6018518518518519,0.6086956521739131,0.8888888888888888,0.7225806451612903,0.45220458553791887,0.6548443247227725,426,108
3,0.8611111111111112,0.8529411764705882,0.9206349206349206,0.8854961832061069,0.9566137566137566,0.8953594296072968,426,108
4,0.8981481481481481,0.9333333333333333,0.8888888888888888,0.9105691056910569,0.9573192239858906,0.9176517400094635,426,108
5,0.7830188679245284,1.0,0.6290322580645161,0.7722772277227723,0.9787390029325513,0.8326134713288736,430,106
