Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.6388888888888888,0.6463414634146342,0.8412698412698413,0.7310344827586207,0.691710758377425,0.7098490869418821,428,108
2,0.6018518518518519,0.6041666666666666,0.9206349206349206,0.7295597484276729,0.5037037037037038,0.6719833782569632,426,108
3,0.8796296296296297,0.8787878787878788,0.9206349206349206,0.8992248062015504,0.9555555555555555,0.9067665581619071,426,108
4,0.8981481481481481,0.9193548387096774,0.9047619047619048,0.912,0.9417989417989417,0.9152127666837343,426,108
5,0.8207547169811321,1.0,0.6935483870967742,0.819047619047619,0.9743401759530791,0.8615381798157209,430,106
