Feature,Background STD,Motion STD,Background Energy,Motion Energy,Correlation
amp_mean,3.7123530818313304,3.6849950343582685,4173656.892086462,76645.47677033476,0.7172513784320838
amp_std,0.7979848615805626,1.5547849251711308,835304.6071971509,13643.580951371012,0.4916541369461154
amp_max,3.456330857678678,6.476742575823647,13349905.911906313,236757.94896180287,0.5019389044848399
phase_std,0.47220855090098807,0.859929055941729,4837.320176649544,4173.664208331015,0.5123692931171465
i_mean,3.915661726925714,10.19916291147338,91370.92744895053,587134.3249414451,0.4039448773518467
q_mean,3.72123010779047,10.232404035772143,78465.88218724565,590941.3466827307,0.40089254590127843
