Feature,Threshold,Activity Ratio,Motion Duration,Peak Count,Mean Peak Height,Score Mean,Score STD
amp_mean,0.1614950207469642,12.93595434369055,102.0,44,0.26458630806744093,0.06657366279631766,0.09492135795064653
amp_std,0.2401937601855625,15.776791376030438,124.4,51,0.40844885549686843,0.09496275235697614,0.14523100782858636
amp_max,0.3868648729588407,15.979708306911858,126.0,54,0.5509957080608406,0.19996596506250663,0.18689890789633407
phase_std,0.2307573549582673,10.133164235890932,79.9,29,0.5105528296879648,0.08599880890348044,0.14475854605478686
i_mean,0.12897234945591107,6.087507926442613,48.0,16,0.3093369831188096,0.03698539861933081,0.09198695083658026
q_mean,0.20663491269684264,7.368421052631578,58.1,20,0.5794415017960927,0.06370948962409817,0.14292542307274447
