Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.9523809523809523,0.9230769230769231,1.0,0.96,1.0,0.967091575091575,80,21
2,1.0,1.0,1.0,1.0,1.0,1.0,78,21
3,0.8571428571428571,0.8,1.0,0.8888888888888888,1.0,0.9092063492063491,78,21
4,0.95,0.9230769230769231,1.0,0.96,1.0,0.9666153846153847,79,20
5,0.75,1.0,0.5833333333333334,0.7368421052631579,1.0,0.8140350877192983,81,20
