time_ms;amp_mean;amp_std;amp_max;phase_std;i_mean;q_mean;label
28485;22.26;6.94;34.06;0.149;-5.95;-21.19;0
28514;32.60;10.31;47.63;0.148;14.46;-28.83;0
29518;35.72;11.36;53.24;0.135;10.75;-33.73;0
29529;35.53;11.57;53.76;0.154;29.42;19.19;0
29536;35.52;11.34;53.85;0.128;-29.84;18.71;0
29557;36.03;11.38;53.14;2.288;-35.19;-6.15;0
29561;35.38;11.38;52.61;0.148;32.91;-11.94;0
29565;32.05;10.23;47.71;0.183;-20.81;23.68;0
29742;35.07;11.08;51.88;0.166;8.82;-33.46;0
29771;35.71;11.44;53.25;0.129;13.27;-32.82;0
29832;30.62;10.08;46.17;0.117;7.72;29.41;0
29845;35.63;11.30;56.32;0.128;-12.64;-32.99;0
29866;35.38;11.31;53.25;0.128;16.56;-30.93;0
29870;35.30;11.46;53.25;0.133;-24.47;25.01;0
29874;35.08;11.29;53.76;0.245;28.10;-19.37;0
30328;31.80;10.45;47.04;0.095;3.75;31.43;0
30343;33.27;10.67;49.77;0.126;-17.99;-27.68;0
30380;33.21;10.69;50.00;0.124;21.88;-24.66;0
30837;33.72;10.97;52.09;0.162;-5.28;-32.90;0
30851;37.40;11.86;56.40;0.137;-27.89;-24.39;0
30875;36.72;11.66;53.24;0.110;31.21;-18.92;0
30880;33.41;10.49;47.68;0.097;-6.66;-32.58;0
30890;37.97;12.15;55.57;0.127;-31.59;20.52;0
31338;32.08;10.17;48.76;0.143;-12.75;-29.08;0
31353;35.63;21.24;69.34;0.147;27.02;-22.72;0
31371;33.49;10.82;50.25;0.152;-17.28;28.24;0
31375;34.08;10.89;50.99;0.126;-31.18;13.05;0
31378;22.85;7.59;34.71;0.179;22.48;0.44;0
31830;35.10;11.26;52.77;0.126;-1.35;-34.79;0
31851;34.67;11.31;54.71;2.798;-34.06;-4.23;0
31875;33.36;11.29;52.33;0.190;21.71;24.59;0
32341;36.85;11.71;54.92;2.731;-36.33;1.21;0
32365;32.51;10.19;49.93;0.151;-28.75;-14.32;0
32388;32.76;10.56;48.83;0.172;-20.64;24.84;0
32811;32.45;10.96;49.65;0.157;-7.82;31.10;0
32822;33.21;10.73;50.00;0.135;2.94;-32.79;0
32831;34.56;11.34;53.49;0.206;28.08;-19.03;0
32841;33.19;10.74;50.45;0.119;4.35;-32.67;0
32845;32.92;10.91;48.83;0.114;15.28;-28.92;0
32861;33.33;10.80;51.04;0.120;-7.80;-32.16;0
32867;35.55;11.74;53.34;0.116;26.89;-22.88;0
32880;36.88;12.00;57.28;0.139;-30.07;-20.74;0
32888;21.82;7.33;35.11;2.922;-21.17;-1.35;0
32903;35.84;11.98;56.08;0.162;31.76;15.63;0
32907;35.31;11.64;54.08;0.130;-31.22;15.84;0
32917;33.59;11.13;51.24;0.142;29.83;-14.74;0
32925;32.80;10.89;50.21;0.143;-16.31;28.08;0
32944;33.80;11.04;52.15;0.119;-30.28;-14.44;0
32948;33.69;10.79;51.24;0.222;-11.07;-31.02;0
33159;35.68;11.72;53.76;0.239;31.11;-15.53;0
33164;34.24;11.39;53.04;0.235;29.61;15.42;0
33168;31.28;10.38;46.82;0.327;-23.21;18.70;0
33589;34.35;10.81;51.89;1.967;-33.28;-6.98;0
33614;31.87;10.16;47.42;0.156;15.45;-27.42;0
33640;31.76;10.47;48.84;0.175;13.24;28.36;0
33643;31.75;10.29;48.38;0.262;30.72;1.57;0
33652;31.87;10.49;48.41;0.197;28.57;12.77;0
34009;35.39;10.94;51.01;0.138;-3.69;-34.87;0
34017;33.20;10.70;50.45;0.127;32.93;0.62;0
34036;36.56;11.32;52.81;0.278;-20.73;-28.56;0
34049;35.81;20.57;64.85;0.171;6.29;-34.81;0
34411;32.36;10.25;48.09;0.168;-9.65;-30.42;0
34424;20.84;7.16;34.06;0.179;5.04;19.90;0
34444;31.77;10.50;47.38;0.148;9.51;29.96;0
34451;32.55;10.70;48.85;0.157;-6.29;31.56;0
34921;35.76;11.50;51.48;0.177;21.73;27.72;0
34934;32.47;10.28;45.49;0.165;23.82;21.40;0
34954;33.43;10.81;48.60;0.186;15.95;28.74;0
34958;34.27;10.65;49.24;0.169;0.95;-33.78;0
34963;32.27;19.10;56.04;0.198;16.22;27.27;0
35407;22.12;6.97;35.17;0.129;-8.60;-20.18;0
35417;37.53;11.99;55.54;0.156;36.68;5.54;0
35439;35.73;11.11;51.97;0.150;-18.89;-29.88;0
35447;34.57;10.93;53.41;0.192;-31.12;-13.59;0
35921;33.42;11.61;54.63;0.156;-18.42;-27.43;0
35933;38.03;13.25;61.68;0.173;32.63;-18.51;0
35956;31.58;11.57;52.81;0.219;16.75;25.97;0
35959;34.83;12.99;60.30;2.595;-34.36;3.25;0
36409;28.72;17.92;64.54;0.369;8.88;26.27;0
36420;34.32;18.33;70.72;0.165;-27.79;-19.60;0
36423;23.14;9.47;36.14;0.624;-21.69;-7.19;0
36444;37.02;14.08;64.20;0.211;-28.43;-22.54;0
36464;33.81;12.99;57.71;0.164;26.35;-20.53;0
36907;31.71;10.59;49.66;0.164;-15.69;27.08;0
36931;34.19;11.40;53.24;0.612;-32.10;-10.46;0
36949;34.52;12.40;55.90;0.152;33.64;6.02;0
36952;34.58;12.39;55.01;2.977;-34.11;-0.71;0
37402;36.74;11.63;53.60;0.149;-0.39;36.31;0
37413;38.37;11.84;55.07;0.179;-26.91;-26.48;0
37449;33.91;19.41;59.36;0.143;15.68;-29.67;0
37910;35.64;11.33;53.37;0.200;-30.75;16.62;0
