time_ms;amp_mean;amp_std;amp_max;phase_std;i_mean;q_mean;label
16768;35.79;12.45;55.66;0.126;35.30;3.51;0
16779;36.66;12.40;56.30;0.139;23.88;-27.32;0
16783;32.82;11.03;52.63;0.144;-15.14;-28.72;0
16806;23.09;7.72;35.78;0.169;-13.03;-18.66;0
16816;21.49;7.66;35.69;0.188;20.78;3.87;0
16819;35.82;12.39;56.09;0.136;35.03;-5.61;0
17076;31.49;10.84;49.77;0.192;-8.69;29.68;0
17082;35.27;12.27;54.67;0.205;27.75;20.62;0
17090;31.29;10.96;49.73;0.202;-26.61;15.29;0
17094;35.47;12.00;56.86;0.234;12.26;-32.31;0
17102;32.18;10.64;49.09;0.221;-8.19;-30.34;0
17113;36.62;21.71;69.26;0.209;-21.42;-28.73;0
17116;22.32;7.68;35.36;2.460;-21.38;-4.67;0
17134;34.91;12.30;56.40;0.168;26.98;21.37;0
17138;36.04;12.26;56.61;2.856;-35.41;-0.20;0
17306;34.91;12.74;58.05;1.499;-27.37;-19.09;0
17313;20.32;7.92;34.21;0.218;-4.35;19.39;0
17341;33.76;12.40;55.95;0.156;-13.92;-30.29;0
17345;35.83;13.56;60.13;0.201;34.04;-8.79;0
17588;36.30;13.52;62.13;2.959;-35.51;-1.84;0
17599;33.23;11.78;54.92;0.205;-8.04;-31.52;0
17611;31.63;11.78;52.80;0.173;24.44;19.31;0
17635;22.11;8.08;38.08;0.165;-18.94;10.78;0
17639;32.68;11.49;54.56;0.289;25.90;-17.81;0
19976;31.63;10.38;47.89;0.242;-23.01;-20.49;0
19988;37.40;12.08;55.61;0.118;-32.64;-17.70;0
20009;30.42;10.26;46.32;0.111;-11.98;27.75;0
20012;36.06;12.13;55.22;0.290;33.76;7.94;0
20019;35.83;12.13;54.20;0.128;33.80;10.96;0
20032;36.56;12.15;54.41;0.134;32.75;-15.47;0
20069;31.26;10.41;46.96;0.137;23.88;-19.71;0
20072;36.30;12.10;53.81;0.156;32.79;14.53;0
20075;36.22;12.09;54.56;0.118;34.41;10.43;0
20088;34.71;11.80;52.50;0.171;30.93;14.64;0
20104;37.37;12.40;56.22;1.871;-36.07;7.33;0
20109;30.36;10.47;45.65;0.204;20.90;21.22;0
20124;37.94;21.95;70.01;0.121;-19.74;-32.08;0
20140;30.63;10.80;50.01;0.361;5.45;28.34;0
20147;32.00;10.83;48.30;0.135;-24.55;20.07;0
20155;29.39;10.14;45.31;0.174;17.06;23.40;0
20162;31.76;10.34;47.38;0.300;13.28;-27.42;0
20168;37.04;12.37;55.54;0.252;35.90;2.11;0
20191;32.27;10.78;48.85;2.867;-31.55;-4.10;0
20579;37.60;12.63;56.44;0.133;-27.28;25.36;0
20594;31.46;18.53;56.36;0.270;26.05;-16.15;0
20612;33.16;10.94;50.25;0.121;-30.94;-11.20;0
20615;31.70;10.89;48.09;0.152;2.37;31.24;0
21075;31.59;10.64;48.17;0.130;18.74;-25.10;0
21090;36.62;12.36;55.01;0.121;34.65;10.98;0
21110;30.80;10.53;47.17;0.127;28.47;11.06;0
21113;32.02;10.73;51.87;2.893;-31.44;-4.00;0
21117;30.59;10.55;48.80;0.174;26.09;15.10;0
21576;30.33;10.34;48.27;0.129;26.19;14.77;0
21589;36.40;12.44;55.36;0.158;-3.86;35.76;0
21615;30.06;18.15;54.33;0.140;29.61;3.22;0
22084;31.05;10.67;46.87;0.190;-10.74;28.58;0
22100;36.46;12.16;54.13;0.137;34.51;-10.69;0
22120;37.17;22.23;69.89;0.098;-18.34;32.10;0
22129;30.02;18.21;55.17;0.149;22.88;18.97;0
22291;31.57;10.39;51.35;0.146;-3.51;-31.03;0
22305;31.29;10.32;47.43;0.218;18.12;-24.67;0
22325;37.37;12.16;55.54;0.141;-17.19;-32.77;0
22334;37.11;21.92;67.54;0.146;28.65;-23.02;0
22591;37.25;12.18;55.44;0.140;-32.98;-16.52;0
22603;37.37;12.18;55.04;0.131;-7.04;-36.36;0
22623;36.55;12.34;54.78;0.171;21.10;29.21;0
22626;31.52;10.35;47.07;0.146;3.11;-31.03;0
22630;31.75;10.45;48.84;0.349;-7.18;-29.14;0
23079;30.39;10.43;46.32;0.228;-19.49;22.35;0
23091;31.55;10.30;47.38;0.129;-26.22;-17.04;0
23112;31.55;10.38;48.37;0.130;-18.34;-25.34;0
23116;35.67;12.01;53.01;0.124;31.64;15.84;0
23120;31.12;10.20;48.38;0.120;4.60;-30.55;0
23575;30.86;10.40;47.51;0.134;-12.13;28.07;0
23583;36.49;12.16;54.92;2.780;-36.14;1.22;0
23606;22.61;7.53;36.89;0.630;-20.03;-9.25;0
23610;22.08;7.43;35.36;0.128;-19.45;10.03;0
23614;35.01;11.58;54.13;1.181;-32.78;10.76;0
24098;31.16;10.29;47.20;0.211;-26.40;-15.28;0
24115;29.94;10.30;45.65;0.213;20.59;20.87;0
24138;29.84;10.28;46.04;0.115;26.56;13.15;0
24142;35.65;11.88;52.95;0.144;32.73;-13.21;0
24573;31.87;10.53;48.08;2.292;-31.24;-4.75;0
24586;22.42;7.35;33.24;0.174;10.33;-19.53;0
24609;36.67;12.13;55.03;0.202;14.09;-33.10;0
24612;37.38;12.39;57.28;3.001;-36.90;-1.12;0
25074;30.06;10.31;46.39;0.137;9.31;28.28;0
25086;36.59;11.81;54.41;0.127;-25.87;-25.44;0
25117;36.21;11.76;54.12;0.147;-16.61;-31.75;0
25580;29.99;10.27;45.34;0.144;25.36;15.40;0
25592;36.76;22.29;67.45;0.137;15.88;32.80;0
25611;36.26;21.89;66.27;0.343;34.41;-5.38;0
25616;36.16;21.77;68.03;0.263;22.67;26.97;0
25619;21.35;6.39;32.45;0.440;2.41;-19.33;0
26078;36.47;11.91;54.20;1.637;-34.18;-11.12;0
26087;36.77;12.12;55.23;1.782;-35.30;7.56;0
26113;35.92;11.82;54.41;0.142;-24.70;25.58;0
26578;21.36;7.35;33.24;0.123;-1.67;21.12;0
26588;31.28;10.43;48.09;2.054;-30.83;3.93;0
26591;35.75;12.26;54.71;0.127;-3.70;35.25;0
26616;29.81;10.28;45.10;0.132;6.75;28.77;0
27077;36.04;11.81;54.15;2.477;-34.84;6.38;0
27090;30.51;10.09;47.42;0.138;-24.67;-17.46;0
27111;34.36;11.78;55.73;0.156;12.59;31.54;0
27119;29.43;10.14;45.19;0.118;16.95;23.79;0
27585;35.68;12.46;55.61;0.160;32.45;13.71;0
