time_ms;amp_mean;amp_std;amp_max;phase_std;i_mean;q_mean;label
13604;30.008218829089;9.44735396488715;4.3965611267178;0.226888699640169;13.57;-26.05;0
13608;3.6866541847099;21.2484695616591;666.636932330946;0.144126450580337;13.7;-33.78;0
13628;35.3118010353535;11.2973757933325;52.4718434027835;0.149210188735502;-30.78;16.61;0
13633;30.6608600084967;9.81936888705456;4.60732506231066;0.132476902913676;-22.07;20.85;0
14669;30.506996133678;10.2488200698792;4.49636254391971;0.20910720041631;6.62;29.19;0
14672;35.2772515970532;11.552196705739;53.1967959165358;19.4512996204657;-33.59;7.81;0
14677;31.8349579985366;10.4849969510897;4.85526495693456;0.219197001902578;6.22;-30.45;0
14689;351.941770769087;11.426172661621;5.24612234933323;0.217480166688286;24.2;-24.57;0
14694;31.9041243430632;1.01380892216397;4.75402269238818;0.123451216521724;-20.36;-24.2;0
14705;3.38474838894538;11.1975898776272;51.1572841399725;0.14870803880677;24.42;22.88;0
14728;3.44559058757344;113.684506606916;51.2923490526242;0.202162901086048;32.28;10.13;0
14732;30.8167043645386;9.83422332941586;4.68543201856909;0.165444172692959;-19.14;23.62;0
14948;2.33862813672676;7.47088395803911;3.58566013570586;0.176000692014886;4.36;-22.6;0
14967;36.4226176333205;11.6289127588387;53.8649302588011;29.5763641127682;-36.05;0.88;0
14973;36.0968696099779;11.909998599628;538.511006714354;0.168088720573285;-4.04;35.35;0
14999;3.13859180533212;10.2009469420522;46.3726250919242;0.116087505325283;30.91;-2.82;0
15009;3.67850744188123;11.6716907304796;55.2225398176588;0.192793112373636;-28.76;-22.08;0
15036;35.9437229394512;11.7579207023559;53.1120253172554;0.117844101614484;11.35;33.84;0
15505;3.52125271241185;11.5166881957268;52.3181135189172;0.18698246284501;32.12;12.82;0
15524;3.21820160684072;10.0034884168866;4.65482203511486;0.119587102941095;-20.77;-24.27;0
15554;3.08953512275987;9.94636489913935;45.6894549755261;0.192792287367763;29.87;5.37;0
15558;3.13349460105381;10.2704161618838;4.59155039294847;0.252423137074174;-13.82;27.09;0
15998;30.8765033078769;11.0745317525086;4.99145704748809;0.146373070883044;22.46;-20.81;0
16020;32.1734410584018;11.6525563415517;524.192932307722;0.222229848495382;-17.22;26.3;0
16042;29.6343643965162;1.07529491118957;480.536639729207;0.138734000720095;3.54;29.08;0
16045;33.1196501955345;117.071527366308;5.33721343125601;0.221297627350297;32.33;-1.85;0
16513;3.40100873296106;12.8506172055274;5.60752468986263;0.123919573377473;-16;-29.77;0
16536;3.64055323917064;13.1735209232169;590.909961862766;0.20925868354392;3.49;-35.62;0
16574;31.8655929691183;11.656956337058;5.21352802862627;0.132912247707631;4.02;-31.36;0
16578;31.4094435512589;11.8013680685811;5.22692798942295;0.123288452201419;-21.64;22.44;0
17008;31.7756697064053;10.1885657018933;4.65461066701892;0.167010867712698;-10.52;29.58;0
17019;3.32386474648917;10.7059232320783;5.30236286349394;0.15042919275518;17.49;-27.84;0
17022;33.5613230988736;1.09389275880354;5.20214581308545;0.171801627533669;-28.18;17.32;0
17043;3.53396605857972;10.9888319203996;5.00353756451066;28.839492530151;-34.83;-3.4;0
17049;3.56389256365661;11.0533143777013;5.10970574923403;0.157052253747192;12;-33.18;0
17501;3.37179277837752;10.323399204652;4.650223682344;3.00645530739977;-33.32;1.44;0
17517;3.79487709942509;11.6796663779569;53.0509860325109;0.132440241223329;14.15;-34.81;0
17545;35.2868871744638;20.2232000865829;6.09683815119719;0.316371036010756;-10.76;-32.11;0
17554;3.70385605814726;11.8674008987431;53.6509125435209;0.188129739401323;36.19;-4.4;0
18005;3.75777938455315;11.7412719448418;5.44648773094275;0.25537075446995;26.33;-25.45;0
18020;21.4776450222604;6.69577336566914;3.56078454343816;0.267107481875496;-13.54;15.68;0
18039;3.70250310668788;11.6159400083452;5.71503044209454;0.195320659080349;-0.55;-36.37;0
18045;31.4835089962252;10.4492554394555;4.81213889735401;0.1368036429571;25.03;18.52;0
18499;3.7785589493722;11.8704101694992;5.4788368163047;0.128058616545831;-3.13;-37.32;0
18521;37.5156231794596;21.7773872436461;6.49997358677589;0.167731215396722;-35.73;9.74;0
18542;3.51353373125317;1.13064581660424;53.6385919946883;0.16078699514874;-32.16;12.81;0
18546;39.4673636225323;12.3540967492264;5.83849707623859;0.144456288078692;-14.29;-36.39;0
18999;3.21211328526096;1.9602968229922;813.875121124132;0.711707330377293;22.26;-11.41;0
19028;23.089604545371;9.50492460885201;38.5272089154329;19.6303106770974;-7.34;-3.06;0
19031;21.8363997531227;8.94884506994597;3.80618634808179;12.4779660521811;0.55;6.64;0
19054;21.2863710302255;12.0044548770036;4.34408521882281;15.4525503805959;10.28;-0.55;0
19058;18.3934135188459;11.2799155195789;3.88077199409154;1.49307634305408;2.74;-9.4;0
19508;301.976717060204;9.92625172066544;4.60433520120434;0.125694076536709;17.9;23.95;0
19518;3.56752323531796;11.6955628530769;5.53362095108567;0.165459776271578;34.81;5.61;0
19522;3.92418853838346;2.26406323438134;7.29764652208317;0.260633525497692;-24.12;-29.66;0
19542;3.06690299553081;9.86344295933673;4.57073921593165;0.148021458023426;-10.47;28.41;0
19546;3.08008834089189;1.8171508093091;5.6258665336641;0.142529181964481;-6.69;29.77;0
19550;21.5729596686483;7.02936151095016;3.31657047330645;0.219648530052422;5.77;20.38;0
20017;356.662058315692;11.2468158337164;507.837169559744;0.150178521741981;-33.12;12.19;0
20027;3.41129696690574;11.0518440527169;503.815750504953;0.211096262912707;14.03;30.4;0
20053;3.72175711610542;11.7267922861151;53.0889057382444;0.244608441475804;-1.4;-36.27;0
20057;3.57851639844189;1.14786394360631;5.49180101687288;0.402813603308435;29.08;15.84;0
20513;3.41889268509549;11.3917217679679;52.173060618636;0.153297125866596;-13.18;31.16;0
20528;33.3951930529516;11.137439756942;51.9645894282131;0.185175714268247;32.82;-0.25;0
20547;37.1198985701928;11.8139280941204;56.6485043832781;0.213089599507918;18.4;-31.2;0
20551;32.7511875274751;10.4847298711285;50.8103808343279;0.234809019730628;19.61;-25.13;0
20557;3.58691853420468;11.5589618885652;5.33917398831443;0.298217754849872;30.44;16.33;0
21045;337.337793326195;10.8799390000538;4.81196462194212;0.162415276842999;-6.28;32.65;0
21060;3.58515386781733;11.2990418947011;541.920950463318;0.163237326791045;0.87;-35.3;0
21083;3.67603896946535;12.625437505754;5.75647551434641;0.191138590648665;-21.28;-29.12;0
21086;3.2410478443475;1.16157295424173;5.26916273270684;0.226081888172356;30.54;-8.38;0
21090;32.8272988780889;12.081361956865;5.50441088406307;0.296481478091333;10.34;29.92;0
21499;3.44822113892013;12.981719837762;55.2935490668597;0.134116111526491;33.41;6.87;0
21512;3.08677577028079;12.601809127159;5.45363999003386;0.208886069170468;14.12;26.74;0
21550;3.53146578122698;11.8637512330984;55.0107452920823;0.116008436522346;-17.69;-30.22;0
22012;3.48772097449295;13.6560263203434;6.20628593695317;0.329048686966652;1.24;-33.25;0
22023;34.3392785911219;12.7290434598265;57.5783205888767;0.13434521537576;11.03;-32.18;0
22060;31.1289065797247;14.4553961083636;59.7695527553596;0.131579059710619;-10.85;-28.96;0
22510;34.7548428574134;13.4121360541591;6.00015635282434;0.275713935605221;-22.31;-24.81;0
22524;332.111727943224;14.1781194317521;6.11805991069064;18.9100510524349;-32.63;4.49;0
22544;3.01762262290764;15.5006426696939;5.87381102869554;0.246763571884263;-29.09;-6.31;0
22548;29.8106271595283;15.7129887665928;6.13689050984962;0.200685230263279;16.62;-24.4;0
22552;2.98899367043477;154.884158996255;6.07288810293599;0.185365889741634;-11.82;27.08;0
23013;21.9753016394966;8.94509906845758;35.3463983836888;0.292715177155793;20.96;-3.43;0
23025;3.35626901022057;13.1165427105994;59.2018143181751;0.155515484992205;-23.72;-23.2;0
23048;3.44618571338602;11.3923460668894;5.02350785585495;0.0918813772466644;15.96;30.38;0
23052;3.48837923239984;11.2069552252228;5.15883879827618;0.224579319183959;27.51;-20.01;0
23507;36.4090820000434;11.7312567947389;5.29288972954952;0.167726961287926;30.29;19.39;0
23518;30.2153739556637;14.3477101959695;592.824568216791;0.143846424526191;-19.91;-22.21;0
23541;2.96669551720251;134.750227002267;5.39408544597944;0.196754847997723;14.66;25.19;0
23545;3.55841747617503;14.6603207300143;6.11297370236554;0.133781319247813;25.41;-24.44;0
24007;31.3062070326214;9.63919886379931;46.5409630995746;0.112666868708295;14.32;-27.67;0
24018;31.0973412969111;11.3243021693933;5.0996554832411;0.105235619425141;29.62;-8.87;0
24048;3.36997504727087;1.12643449669501;53.3130082812257;0.158153440998547;31.72;-10.13;0
24498;3.01277164050273;10.9275012709069;4.91373221272715;0.167424578786454;16.57;24.67;0
24519;30.4301701163802;10.9760083377705;4.86298476470639;0.124168894517623;10.69;28.27;0
24539;30.4507343135921;10.2193230325918;48.861434050309;0.197432696398852;-7.53;28.91;0
24544;30.1017075132551;10.2113794657624;4.51225768288797;0.300974095011817;10.54;27.07;0
24565;34.5668681595127;11.69014909839;5.45602725415653;0.150802116242273;-3.24;-34.1;0
25009;300.111980276924;11.6035621271007;51.0227351874668;0.108191058497418;4.86;29.4;0
25031;3.13131983623294;11.8814862544329;5.31081770103352;0.105736832499881;-12.98;28.34;0
25064;3.36474983335823;1.16038460589576;5.30573412632283;0.121480495495668;7.54;32.59;0
