time_s,amp_mean,amp_std,amp_max,phase_std,i_mean,q_mean,label
0.0,31.16,11.44,51.04,0.1386538461538461,0.0,0.0,0
0.1,31.3425,11.785217391304345,52.80478260869563,0.1653478260869566,0.2439130434783258,0.0,0
0.2,32.08692307692308,12.021465663546492,57.50269230769231,0.1653478260869566,0.2439130434783258,-7.94249999999996,0
0.3,33.017826086956504,12.257713935788644,60.7025,0.1595386533665835,-0.972169576059848,-10.482394014962594,0
0.4,33.017826086956504,12.257713935788644,63.11885286783042,0.1510598503740648,-0.972169576059848,-10.482394014962594,0
0.5,33.017826086956504,12.257713935788644,63.11885286783042,0.1510598503740648,0.2439130434783258,-2.1432418952618377,0
0.6000000000000001,34.527481296758104,12.493962208030792,63.11885286783042,0.1510598503740648,10.222293762575449,-2.1432418952618377,0
0.7000000000000001,34.527481296758104,12.714949698189136,59.500399002493765,0.1510598503740648,10.222293762575449,6.195910224438908,0
0.8,34.521046277665995,12.714949698189136,57.81056338028169,0.3424668008048291,10.222293762575449,7.707625754527157,0
0.9,34.521046277665995,12.714949698189136,56.78239436619718,0.6619839034205233,0.96474849094567,7.707625754527157,0
1.0,34.521046277665995,12.46344064386318,55.75422535211268,0.9815010060362174,-8.292796780684107,7.707625754527157,0
1.1,33.818832997987926,12.46344064386318,54.726056338028165,0.9815010060362174,-8.292796780684107,7.707625754527157,0
1.2000000000000002,33.116619718309856,12.46344064386318,54.726056338028165,0.9815010060362174,-8.292796780684107,7.707625754527157,0
1.3,31.172941176470587,12.834285714285716,54.726056338028165,0.1495672268907563,20.61668067226891,21.0918487394958,0
1.4,30.79058823529412,14.00998278829604,55.23798319327732,0.1472563025210084,20.61668067226891,21.46579831932773,0
1.5,30.408235294117645,14.00998278829604,57.47747899159664,0.1449453781512605,20.61668067226891,21.839747899159665,0
1.6,30.02588235294117,14.00998278829604,57.47747899159664,0.1449453781512605,19.707016806722688,21.839747899159665,0
1.7000000000000002,29.643529411764703,12.042822719449228,57.47747899159664,0.1449453781512605,18.79735294117647,21.839747899159665,0
1.8,29.643529411764703,12.042822719449228,56.0783734939759,0.1612018072289156,18.79735294117647,13.902349397590363,0
1.9,29.643529411764703,12.042822719449228,56.0783734939759,0.1868042168674699,18.79735294117647,4.185481927710828,0
2.0,32.67881818181818,12.96090909090909,55.9780909090909,0.2124066265060241,17.091626506024106,-5.531385542168682,0
2.1,32.67881818181818,12.96090909090909,55.9780909090909,0.2237999999999987,17.091626506024106,-7.771999999997046,0
