time_s,amp_mean,amp_std,amp_max,phase_std,i_mean,q_mean,label
0.0,30.01,9.43,43.86,0.21,13.57,-26.05,1
0.1,30.65903474903475,9.887413127413128,45.97146718146718,0.14618050193050192,-20.103793436293437,21.42156370656371,1
0.2,30.643590733590734,9.926023166023166,45.874942084942084,0.1520685328185328,-17.334488416988417,22.226583011583013,1
0.30000000000000004,30.62814671814672,9.964633204633204,45.778416988416986,0.1579565637065637,-14.565183397683398,23.031602316602317,1
0.4,30.612702702702705,10.003243243243244,45.681891891891894,0.16384459459459458,-11.795878378378378,23.836621621621624,1
0.5,30.597258687258687,10.041853281853282,45.585366795366795,0.16973262548262547,-9.02657335907336,24.641640926640928,1
0.6000000000000001,30.581814671814673,10.08046332046332,45.488841698841696,0.17562065637065638,-6.257268339768338,25.446660231660232,1
0.7000000000000001,30.56637065637066,10.119073359073358,45.392316602316605,0.18150868725868727,-3.4879633204633187,26.25167953667954,1
0.8,30.550926640926644,10.157683397683398,45.295791505791506,0.18739671814671816,-0.7186583011582997,27.056698841698843,1
0.9,30.535482625482626,10.196293436293436,45.19926640926641,0.19328474903474904,2.0506467181467194,27.861718146718147,1
1.0,30.52003861003861,10.234903474903474,45.102741312741315,0.19917277992277993,4.819951737451738,28.666737451737454,1
1.1,33.67363636363638,11.078181818181827,50.71909090909094,0.15318181818181836,20.349090909091316,18.60000000000043,1
1.2000000000000002,28.343333333333327,9.059999999999997,43.076666666666654,0.17400000000000002,-11.306666666666644,8.213333333333287,1
1.3,24.903518518518517,7.962777777777778,38.05814814814815,0.18372222222222223,-0.4270370370370351,-13.184814814814818,1
1.4000000000000001,34.08000000000006,10.945000000000016,50.7800000000001,0.16100000000000023,1.0749999999993385,-12.450000000000214,1
1.5,35.83415778251599,11.715202558635394,52.84125799573561,0.1275991471215352,14.361428571428572,30.79232409381663,1
1.6,35.67850746268657,11.66402985074627,52.681343283582095,0.14465671641791047,18.790000000000003,26.310447761194027,1
1.7000000000000002,35.52285714285714,11.612857142857143,52.52142857142857,0.16171428571428575,23.218571428571437,21.828571428571422,1
1.8,35.36720682302772,11.561684434968017,52.36151385927506,0.178771855010661,27.647142857142853,17.346695095948828,1
1.9000000000000001,35.211556503198295,11.51051172707889,52.201599147121534,0.19582942430703626,32.075714285714284,12.86481876332622,1
2.0,31.374830508474574,10.280169491525424,46.804237288135596,0.232364406779661,-16.04398305084746,18.213559322033888,1
2.1,31.472288135593217,10.43271186440678,48.61779661016949,0.18533050847457622,-20.87872881355933,-1.0830508474576526,1
