Feature,RMSE,MAE,MSE
amp_mean,4.557762461044784,3.1605515935591955,20.773198651309002
amp_std,3.453683114747244,2.1859290448739883,11.927927057090224
amp_max,8.99033004833733,6.265714728377201,80.82603437803711
phase_std,0.667222846392068,0.3453247442230943,0.44518632674753317
i_mean,23.104477777383018,18.07312566825598,533.8168933655858
q_mean,22.91984782782427,17.951597297402714,525.3194244506209
