Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_static_000,median,static,0,amp_mean,0.0165539555039296,0.04997237664390855,0.06401075686198805,0.07278702349901492,0.9309445766707828,-0.699487350949894,1.0489285104754051,5,0.12685285405281352,0.05608850855430446,35.15625,90,81.82948078440384,0.3691281095364465,0.5571889533167416,4.2311629338623895
median_static_000,median,static,0,amp_std,0.0549236630890968,0.06878055291741035,0.09916531605466378,0.10292398710919518,1.1092994599703336,1.00248678890335,2.5174425365046673,7,0.15272496031868688,0.09582608300224096,42.1875,108,155.0169059738896,0.6098226108877591,0.9257146087037091,4.926666898097311
median_static_000,median,static,0,amp_max,0.044085538382226244,0.03720736905918213,0.05492197542993583,0.0642770015602527,0.4103580799773588,-0.9741278608859947,0.7722043865923776,10,0.07998872750428235,0.044195257760069995,51.5625,132,45.363631427172805,0.5107322013030591,0.7012295509324576,4.830639155414625
median_static_000,median,static,0,phase_std,0.0171467992112471,0.021328510144583104,0.031240037032402124,0.03759955494185085,0.4339465251982446,-1.2656647579991913,0.24984061792917917,5,0.049450213457656544,0.036466907962896145,46.875,120,14.906205031964841,0.6514774231793881,1.0064324812619654,4.977356605892394
median_static_000,median,static,0,i_mean,0.32099342322228885,0.24165330165455054,0.43114189194230396,0.2706548502952962,0.5812846913663766,0.04028350885920995,47.58613273282286,5,0.6338391692515809,0.4048915656879883,43.359375,111,1913.4947116630076,0.7664250814179585,1.1267622167731108,5.174405394421289
median_static_000,median,static,0,q_mean,0.40873115323766424,0.2523717302124997,0.5323657337382832,0.37644933659867846,0.4485697060050305,-0.7989073223675107,72.55379826142736,7,0.763975523257772,0.2669883531659392,44.140625,113,2087.040702842155,0.40014267056078845,0.7077519058268633,4.29924892561242
median_static_001,median,static,1,amp_mean,0.0688408059109708,0.05250090880193342,0.0891282504389652,0.1013490389675349,0.13418638622099885,-1.2988613070736792,2.0336243267355907,9,0.12784904737339073,0.056640717216073874,48.046875,123,90.3198991330714,0.3757631046025629,0.5120801599457074,4.235597052238763
median_static_001,median,static,1,amp_std,0.05034502273059385,0.036848760860517984,0.06762507861744961,0.054941331298110435,0.3629710470815055,-0.7048243405761365,1.1707267220521576,8,0.0957424492375668,0.05123176645336547,48.046875,123,44.48976786207298,1.1072722476493266,1.2853877289735054,5.869658690090756
median_static_001,median,static,1,amp_max,0.0603636059563676,0.06541027578604716,0.10074647420543273,0.09323773497877966,0.6355411098078924,-0.7404635308448593,2.598362128595436,6,0.15160715577364495,0.08135510987188468,41.015625,105,140.19788052250004,0.40403867097398366,0.6719376493508639,4.306072880274048
median_static_001,median,static,1,phase_std,0.016132325801409948,0.01966425644162354,0.0294689638804052,0.03312071366864797,0.4467167050140305,-1.0979855449134335,0.22231547703926435,7,0.04501514835390063,0.02443957905663655,45.3125,116,12.67041898959896,0.8717859887568685,1.140259407918817,5.546428201771276
median_static_001,median,static,1,i_mean,0.2847398753759835,0.15803170364784244,0.30018234628070145,0.23737151592799505,-0.09700772933661922,-0.9738951114089311,23.06801690075826,8,0.4090824505067327,0.2082263569521472,57.8125,148,818.3445044655492,0.5679747184439664,0.8957139542628004,4.7550930683861345
median_static_001,median,static,1,q_mean,0.2802898711982756,0.16019258638997758,0.30715065663030094,0.23061653808435348,-0.075242198936543,-0.7958845054872268,24.151430622316813,6,0.4452903324716824,0.26175607195392203,54.296875,139,840.8813348798951,0.33476471509053635,0.47985006233478017,4.224850221728911
median_static_002,median,static,2,amp_mean,0.06885416740223754,0.05313571227954,0.08905599086850166,0.07971009647064217,0.29640187145883096,-0.9510468151293714,2.0303281944500866,7,0.1257123660073946,0.07497831962774404,48.046875,123,92.5171532926577,0.4840224835763075,0.7969388132565352,4.528488289184983
median_static_002,median,static,2,amp_std,0.0500626581527511,0.07606835510478753,0.10440908349379888,0.08405543971335505,1.3352623117419764,0.9905755101670408,2.7907217192998566,7,0.14340142548825505,0.07281792867122028,41.40625,106,189.60857957198095,0.31082002459956093,0.4879988110807123,4.030292922564355
median_static_002,median,static,2,amp_max,0.09874437348999845,0.07664737642815285,0.1355293201228546,0.13281209471796981,0.10306058832134672,-1.1997674845035096,4.7022583329185785,5,0.210985784132638,0.141987547159953,46.09375,118,192.5057804245312,0.4999668426621683,0.8121322536328178,4.53044697486555
median_static_002,median,static,2,phase_std,0.012049865883028699,0.013509895445495848,0.02036058026405057,0.020338939865352477,0.7082119675983924,-0.6149057015569412,0.10612562654434446,8,0.02999291637126375,0.01420527466917524,37.5,96,5.980667373642878,0.6512836151711987,0.9462005836984413,5.080819414763171
median_static_002,median,static,2,i_mean,0.25181383156648907,0.14019512488951724,0.25838732960923855,0.23387960860849275,-0.0331681770140708,-1.0809489944834862,17.09158709826388,9,0.36881440905813356,0.13265794045829948,55.078125,141,644.0421654778397,0.5634348660602975,0.8804663707280339,4.751686219953598
