Method,Dataset,Label,q_mean_Mean,q_mean_Median,q_mean_STD,q_mean_Variance,q_mean_RMS,q_mean_IQR,q_mean_Skewness,q_mean_Kurtosis,q_mean_CoeffVar,q_mean_Energy,q_mean_Power,q_mean_ZeroCrossingRate,q_mean_PeakCount,q_mean_PeakHeight,q_mean_PeakProminence,q_mean_PeakWidth,q_mean_ActivityRatio,q_mean_MotionDuration,q_mean_FFTEnergy,q_mean_DominantFrequency,q_mean_SpectralCentroid,q_mean_Bandwidth,q_mean_SpectralEntropy,q_mean_SpectralFlatness,q_mean_LowBandPower,q_mean_HighBandPower
median,static,0,0.3310249902033756,0.32019398391776555,0.22854016478643044,0.05223060692060878,0.4022538390864078,0.34646245425082156,0.3131808934058659,-0.7074162038791751,0.6904015453495799,432.3513796316618,0.16180815105975369,0.03817365269461078,79,0.5657576122017923,0.3150726869932801,17.30027728996102,48.05389221556886,1284,186452.40229026793,0.04116766467065868,0.32630511016887,0.44039641609668617,7.631953735583114,0.06342804181165544,186380.89120443765,71.51108583028146
