Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.6388888888888888,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.657142857142857,0.687142857142857,428,108
2,0.5833333333333334,0.6097560975609756,0.7936507936507936,0.6896551724137931,0.5114638447971781,0.6375718483512147,426,108
3,0.8148148148148148,0.8524590163934426,0.8253968253968254,0.8387096774193549,0.8574955908289241,0.8377751849706723,426,108
4,0.8611111111111112,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9231040564373897,0.8819956586623252,426,108
5,0.7452830188679245,0.9487179487179487,0.5967741935483871,0.7326732673267327,0.8009530791788856,0.7648803015279757,430,106
