Feature,Threshold,Activity Ratio,Motion Duration,Peak Count,Mean Peak Height,Score Mean,Score STD
amp_mean,0.5393109487400665,15.99090564607806,42.2,27,0.6739226659584351,0.32932379580470694,0.20998715293535952
amp_std,0.27310691994575886,5.797650625236832,15.3,10,0.5091990965116253,0.12483463892519477,0.14827228102056408
amp_max,0.5696461164509816,16.710875331564985,44.1,24,0.7423930209573326,0.3341072464814782,0.2355388699695034
phase_std,0.252634718200136,8.525956801818872,22.5,7,0.7320205180065883,0.07294661073996796,0.17968810746016806
i_mean,0.5340443439762829,16.710875331564985,44.1,27,0.7004830895966642,0.30712977785240203,0.2269145661238808
q_mean,0.5233408006170867,19.060250094732854,50.3,26,0.6783886280238554,0.3004328674126297,0.22290793320445693
