Method,Model,Runtime(s),Accuracy,Accuracy STD,Precision,Precision STD,Recall,Recall STD,F1 Score,F1 STD,ROC AUC,ROC AUC STD,Overall Score
moving_average,random_forest,1.7832718000281602,0.7580952380952379,0.1562982351851596,0.8516339869281045,0.20355568818840966,0.7999999999999999,0.21730674684008827,0.7891603930654993,0.14732055041704292,0.8942129629629629,0.13438790930749095,0.818620516210361
moving_average,svm,0.09321070002624765,0.6819047619047619,0.16668877404399568,0.7517582417582418,0.2034720063900041,0.8333333333333334,0.2429563289518875,0.7464477581242288,0.13692820141255704,0.7148148148148148,0.34998285280355634,0.745651781987076
moving_average,logistic,0.07900379999773577,0.6923809523809524,0.1639091612812641,0.7907936507936508,0.20968728591290356,0.7,0.0950146187582615,0.7321315721315722,0.12375727503964742,0.7111111111111111,0.2607772709081273,0.7252834572834572
moving_average,mlp,0.4362558000138961,0.6338095238095238,0.20890330195849227,0.7558823529411764,0.2428920332007362,0.6666666666666667,0.2204792759220492,0.6731345865528774,0.18512121420907054,0.6916666666666668,0.25373184530661963,0.6842319593273822
