Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.7142857142857143,0.6666666666666666,1.0,0.8,0.8333333333333333,0.8028571428571428,80,21
2,0.6190476190476191,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.7546296296296297,0.726957671957672,78,21
3,0.9047619047619048,1.0,0.8333333333333334,0.9090909090909091,1.0,0.9294372294372295,78,21
4,0.95,1.0,0.9166666666666666,0.9565217391304348,1.0,0.9646376811594204,79,20
5,0.7,1.0,0.5,0.6666666666666666,1.0,0.7733333333333333,81,20
