Feature,Threshold,Activity Ratio,Motion Duration,Peak Count,Mean Peak Height,Score Mean,Score STD
amp_mean,0.16278440840741537,11.853295535081502,66.9,23,0.33622215565879016,0.059773982775213376,0.10301042563220199
amp_std,0.16094840870686358,6.11268603827073,34.5,11,0.5135182039764004,0.04053320831255891,0.12041520039430467
amp_max,0.26739356862563884,12.54429482636428,70.8,23,0.5498544739923523,0.10664428757933266,0.16074928104630617
phase_std,0.17627766063439373,5.935506732813607,33.5,11,0.5319341932386695,0.05728048170843,0.11899717892596373
i_mean,0.11889583551987407,3.472714386959603,19.6,7,0.3849230947197628,0.04161113666267008,0.07728469885720399
q_mean,0.1954586817511832,5.350815024805103,30.2,11,0.5981470005212024,0.06795918667566923,0.12749949507551397
