Feature,Background STD,Motion STD,Background Energy,Motion Energy,Correlation
amp_mean,0.926160893048697,2.01279086884939,2113208.496757635,8248.736186092234,0.4581329439487751
amp_std,0.4527598703797765,1.065485704774372,312351.52171859273,2311.558757596275,0.43202995892920826
amp_max,1.2960489517565792,4.11760190534589,5773358.275104823,34519.69319241943,0.37275833901561906
phase_std,0.1349225233775623,0.24191420058841062,467.8137585558099,119.18610744507149,0.5163150816797264
i_mean,4.214789911587151,12.03864208921267,36198.94342525376,295203.91818748676,0.34942411377606597
q_mean,3.948097073132069,12.430097622635262,31745.11525833384,314597.82828917727,0.3504404623715638
