Feature,Threshold,Activity Ratio,Motion Duration,Peak Count,Mean Peak Height,Score Mean,Score STD
amp_mean,0.45119681476369045,15.99090564607806,42.2,24,0.6133287924782365,0.26068414707677334,0.1905126676869171
amp_std,0.2572354247998708,6.820765441455097,18.0,9,0.4976983617083227,0.11877077620510898,0.13846464859476185
amp_max,0.5290062112076845,17.051913603637743,45.0,21,0.7489071028819685,0.2962028811634932,0.23280333004419135
phase_std,0.22155188705043957,8.488063660477453,22.4,7,0.6240164018544043,0.06453857957557316,0.15701330747486641
i_mean,0.5654992958536089,18.226600985221676,48.1,26,0.7379573872825791,0.32703826792564733,0.2384610279279616
q_mean,0.5417155071563041,18.45395983327018,48.7,25,0.698243936772042,0.3106511507449193,0.23106435641138484
