Feature;Variance Reduction (%);STD Reduction (%);Correlation;Energy Preservation (%);Smoothness Gain (%);Runtime (ms);RMSE;MAE
amp_mean;58.026663347025206;35.21316750066045;0.6514624581840581;99.40480744777823;75.07599139914488;0.000100000761449337;2.2327300855297967;1.5959441779639683
amp_std;65.67274396045383;41.41053333614807;0.6085771897431882;98.79259803096265;76.96058952845924;0.000100000761449337;1.2796953160197533;0.9119465508909574
amp_max;65.8005776039161;41.51972777415969;0.5909824196238879;99.03186166987446;76.39757760491995;0.000100000761449337;4.932228009540008;3.566407551352496
phase_std;58.801699075096;35.81409740067218;0.6874921443124481;77.67317134241758;77.13930819273827;0.000100000761449337;0.2634722607611994;0.19267252765287796
i_mean;69.47776967675627;44.75307219107679;0.5833579029878486;30.52565648443647;77.4486209809626;0.000100000761449337;14.73286214263813;11.867220097431705
q_mean;70.06251951922312;45.284846266526046;0.6125196565436153;29.937906507733636;76.24692947056664;0.000200001522898674;14.311639092622254;11.577430508402518
