Feature,Background STD,Motion STD,Background Energy,Motion Energy,Correlation
amp_mean,9.60701442397684,23.12909587810329,6776633.262242249,4218120.776958525,0.432486773095257
amp_std,19.028950490692473,44.7771632258334,7734986.3580657635,15809385.120703379,0.4381952878059685
amp_max,22.609854249048375,52.450322278527494,26108073.829895288,21692075.88101457,0.44050012528628363
phase_std,4.067851636070092,8.981186096512532,387260.4334349821,636022.8229419406,0.4556262755257114
i_mean,10.661514001297958,21.353613091847105,917373.8265966284,3595377.550591682,0.483623753950181
q_mean,9.80730047869771,23.521782775316936,784785.1527963205,4362580.765240152,0.43241768445241296
