Fold,Accuracy,Precision,Recall,F1 Score,ROC AUC,Overall Score,Train Samples,Test Samples
1,0.6296296296296297,0.6533333333333333,0.7777777777777778,0.7101449275362319,0.6391534391534391,0.6820078214860824,428,108
2,0.5925925925925926,0.6091954022988506,0.8412698412698413,0.7066666666666667,0.4613756613756614,0.6422200328407224,426,108
3,0.8425925925925926,0.859375,0.873015873015873,0.8661417322834646,0.8761904761904762,0.8634631348164813,426,108
4,0.8425925925925926,0.896551724137931,0.8253968253968254,0.859504132231405,0.9029982363315697,0.8654087021380648,426,108
5,0.7641509433962265,0.8936170212765957,0.6774193548387096,0.7706422018348624,0.8475073313782991,0.7906673705449387,430,106
