Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_motion_015,median,motion,15,i_mean,0.0266718174166884,0.01735985232564982,0.032032196606378946,0.0269241617656482,0.021012938186066827,-1.0741257108952271,0.26267177457400703,11,0.04363425183676981,0.016249142490758928,49.21875,126,9.875111024667905,0.3156753362107205,0.3616430806994778,4.225620707393219
median_motion_015,median,motion,15,q_mean,0.033523119491940145,0.07157793032365292,0.09693381366985482,0.026579885203664576,1.4994314718831625,0.6294554187644916,2.405418043541026,3,0.2272050535009799,0.14222215506171043,22.65625,58,167.88356558316255,0.3235669937975373,0.43018268426100653,4.038545997445221
median_motion_016,median,motion,16,amp_mean,0.0470849664263354,0.08734556653458482,0.1166221138044971,0.04887932128132706,1.4489062865588516,0.5742406094225427,3.481783661626642,3,0.21463364468992585,0.114602920374209,24.21875,62,249.98702154439954,0.8939140539995941,1.1936776144779018,5.497048772759753
median_motion_016,median,motion,16,amp_std,0.00465621087587225,0.07979694463173011,0.09319629786802716,0.023868197317416424,1.45494287194556,0.28660166036221124,2.2235007836943472,2,0.2212196524303312,0.21720306816098506,23.4375,60,208.65195528542273,0.29050616876630136,0.328117076174321,3.89317479696704
median_motion_016,median,motion,16,amp_max,0.0574642414363404,0.10259122905825573,0.13803717232761564,0.09994641674673792,1.7203047772469615,2.214234505367794,4.8778908017161875,5,0.2283873990232726,0.10134617400819738,36.328125,93,344.88133524020355,0.4368834404895508,0.7813207178600564,4.347450835657533
median_motion_016,median,motion,16,phase_std,0.04666649935826195,0.05721113524459244,0.081757779689216,0.054628913752427254,1.0034260976563325,-0.14880413345139232,1.7111896421658574,5,0.12689952688287817,0.07960624344859034,37.109375,95,107.2522441210547,0.6959325444308261,1.0456633631738286,5.016845800710854
median_motion_016,median,motion,16,i_mean,0.0285583161780616,0.013031635752228547,0.03174850116222399,0.018264027506296278,0.1732975104065898,-0.4590436968550815,0.25803963546822095,10,0.04287403994577005,0.01741278658717401,49.609375,127,5.564777110385101,0.3936331906771063,0.4334066389563586,4.410935934954091
median_motion_016,median,motion,16,q_mean,0.0265149799083753,0.04860542591947572,0.0641449350097835,0.022432561746688076,2.388404349367284,4.491082745691426,1.0533306079767932,4,0.08424274849245741,0.06572433127427477,21.875,56,77.41385615357152,0.44573005602372767,0.747689657451765,4.549923336114153
median_motion_017,median,motion,17,amp_mean,0.03368733677361695,0.06711244058771147,0.0859587836509738,0.042921921162128625,2.3629436806838315,4.529084317507169,1.8915615966092594,3,0.13640971369703878,0.11486376249587527,28.125,72,147.5891694391712,0.49441724164427375,0.8036624208947949,4.689407326206503
median_motion_017,median,motion,17,amp_std,0.00297930547297655,0.06145308249822679,0.06631141743857787,0.006385892666221375,2.6328660648147375,5.1777305973211885,1.1256842451746123,1,0.2232270409563503,0.221092414574538,12.109375,31,123.74773914124515,0.2877184030887324,0.3549453862630451,4.071517616839244
