Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
q_mean,0.014723345724514458,0.022790223200804472,0.13296493402687654,6,0.0373941564264231,0.0201184079289886,47.265625,4.3586827868002445,0.40497314838582454,0.6948149391434708,7.10334156319597
amp_mean,0.06644353841256051,0.08582705584303602,1.8857685797590074,2,0.1976325699842966,0.1976325699842966,24.21875,4.345473350324115,0.3815392520435946,0.6394909643502135,144.66225085141105
amp_std,0.13730111394979472,0.21538783199948328,11.876331052400033,4,0.33168764044371346,0.27125530720213764,48.828125,4.780604617165432,0.5664541464683716,0.8956549901631315,617.7263263561954
amp_max,0.10463515318839478,0.13457287862783043,4.636124073518279,5,0.17408103132713515,0.08828540603426038,35.9375,5.738720130948648,0.9911705006058219,1.2478234784076403,358.7427947871915
phase_std,0.1358410450441134,0.1840031335810578,8.667431210918043,2,0.4088262793562963,0.36802950860971273,26.171875,5.071164626049276,0.6921200279993389,1.044576665404116,604.6539291144868
i_mean,0.010168915976590028,0.016689284901927337,0.07130425101765113,7,0.02631945957340027,0.01768019876210633,46.09375,4.531340424988675,0.41084605995117984,0.5378355390537161,3.3884350593822385
q_mean,0.014787291876551137,0.02198433373508179,0.12372759802251654,6,0.035980236279048484,0.02097289366777255,45.3125,4.288407365063105,0.3806789066910702,0.6141568861298904,7.165178076932027
amp_mean,0.02963291219285547,0.04951840227686026,0.6277304739975575,7,0.06290247470996915,0.04587331511882108,41.015625,5.1573466424352095,0.7313997851693865,1.037280103292927,28.773512868770695
amp_std,0.16071051337335016,0.27236710710331197,18.991063304147712,6,0.4075242679461508,0.2283098652663532,44.140625,4.717393241650296,0.5132948310291529,0.8221014088948286,846.3248203236408
amp_max,0.13372159395403918,0.1958147720105585,9.815916784012032,5,0.28712759292636136,0.21341885986788625,42.578125,4.369899167015218,0.48888623176419355,0.7386956423172493,585.9391803792496
phase_std,0.139118653224463,0.19192560570404854,9.429872159965672,4,0.3513462163485026,0.15700973494086481,32.421875,4.339080678601077,0.38632189095112135,0.6080832586309858,634.1915783192753
i_mean,0.018594387308877,0.026899139512989646,0.1852323088740559,7,0.04194331373260043,0.015605475234353973,40.234375,4.341762880189008,0.4398842594321996,0.7575986316520894,11.329566765655107
q_mean,0.013390969344383285,0.02588003376860211,0.1714626938531803,7,0.034252890494746266,0.021013711223141943,46.875,4.551315546715927,0.46569235540741655,0.7511614976854069,5.875884923594674
amp_mean,0.08949118337105566,0.1087214249437768,3.0260091499021553,5,0.13340407054018194,0.09733352164551289,27.34375,4.599418731262215,0.4699972145444052,0.7678339230055515,262.42761492185633
