Sample,Method,Dataset,Label,amp_mean_Median,amp_mean_STD,amp_mean_RMS,amp_mean_IQR,amp_mean_Skewness,amp_mean_Kurtosis,amp_mean_Energy,amp_mean_PeakCount,amp_mean_PeakHeight,amp_mean_PeakProminence,amp_mean_ActivityRatio,amp_mean_MotionDuration,amp_mean_FFTEnergy,amp_mean_SpectralCentroid,amp_mean_Bandwidth,amp_mean_SpectralEntropy,amp_std_Median,amp_std_STD,amp_std_RMS,amp_std_IQR,amp_std_Skewness,amp_std_Kurtosis,amp_std_Energy,amp_std_PeakCount,amp_std_PeakHeight,amp_std_PeakProminence,amp_std_ActivityRatio,amp_std_MotionDuration,amp_std_FFTEnergy,amp_std_SpectralCentroid,amp_std_Bandwidth,amp_std_SpectralEntropy,amp_max_Median,amp_max_STD,amp_max_RMS,amp_max_IQR,amp_max_Skewness,amp_max_Kurtosis,amp_max_Energy,amp_max_PeakCount,amp_max_PeakHeight,amp_max_PeakProminence,amp_max_ActivityRatio,amp_max_MotionDuration,amp_max_FFTEnergy,amp_max_SpectralCentroid,amp_max_Bandwidth,amp_max_SpectralEntropy,phase_std_Median,phase_std_STD,phase_std_RMS,phase_std_IQR,phase_std_Skewness,phase_std_Kurtosis,phase_std_Energy,phase_std_PeakCount,phase_std_PeakHeight,phase_std_PeakProminence,phase_std_ActivityRatio,phase_std_MotionDuration,phase_std_FFTEnergy,phase_std_SpectralCentroid,phase_std_Bandwidth,phase_std_SpectralEntropy,i_mean_Median,i_mean_STD,i_mean_RMS,i_mean_IQR,i_mean_Skewness,i_mean_Kurtosis,i_mean_Energy,i_mean_PeakCount,i_mean_PeakHeight,i_mean_PeakProminence,i_mean_ActivityRatio,i_mean_MotionDuration,i_mean_FFTEnergy,i_mean_SpectralCentroid,i_mean_Bandwidth,i_mean_SpectralEntropy,q_mean_Median,q_mean_STD,q_mean_RMS,q_mean_IQR,q_mean_Skewness,q_mean_Kurtosis,q_mean_Energy,q_mean_PeakCount,q_mean_PeakHeight,q_mean_PeakProminence,q_mean_ActivityRatio,q_mean_MotionDuration,q_mean_FFTEnergy,q_mean_SpectralCentroid,q_mean_Bandwidth,q_mean_SpectralEntropy
median_motion_000,median,motion,1,0.0,0.01200490133497846,0.013452100435844577,0.0,1.5963237177493392,0.716876287213938,0.009047950306802492,1,0.0337565992788043,0.0007481420226569946,22.0,11,0.1799782174077776,1.2429100587489808,1.270702038207514,3.7578907392171503,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.0,0.04388665923118061,0.049067500523010975,0.0,1.6687638609781814,1.0113285970132706,0.1203809803787841,0,0.0,0.0,22.0,11,2.40524641699962,1.2805524709064569,1.2853156864403987,3.8214704572853657,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.0,0.024525871155927526,0.02713730964424764,0.0,1.7734214342755734,1.3418511909655706,0.0368216787363888,1,0.0723551900944848,0.0006501459535503962,20.0,10,0.7514168822430812,1.2807290516711656,1.2808961453892174,3.8226864558039715
median_motion_001,median,motion,1,0.0081402459411524,0.013066284213824718,0.018139606901370717,0.0264266315943173,0.44047605581373933,-1.4649368682764157,0.016452266926812807,1,0.0337565992788043,0.0337565992788043,44.0,22,0.21340725380171094,0.5858791303703778,0.757455744060546,2.4720542580856715,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.00838289048925195,0.05164911731695172,0.06835155059523171,0.10180361265273676,0.5447097913478007,-1.4495555173720434,0.23359672343862597,1,0.128889010628654,0.128889010628654,42.0,21,3.3345347981264766,0.4767997194700798,0.5972024591579991,2.129798229877871,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,0.02617253665288835,0.027522634492067807,0.040414437876130735,0.05731092092397675,0.25110434479779364,-1.5277987640427297,0.08166633944218152,1,0.0723551900944848,0.0723551900944848,48.0,24,0.9468552276765978,0.6013245838634309,0.7730586230425361,2.510274773312093
median_motion_002,median,motion,1,0.0228607256430068,0.013139995004297291,0.02418785279366635,0.024233177839712176,-0.2796670852024795,-1.391031898797296,0.029252611138403658,1,0.0379343369920121,0.017660160775647603,56.00000000000001,28,0.21580010902553515,0.819663482467765,1.062650626708577,2.936647253522767,0.0,0.00174791684341944,0.002260801168374473,0.0035484720992230746,0.48755681694920555,-1.6545960666151984,0.0002555610961461691,1,0.0040074586416765,0.0002583989782784005,40.0,20,0.0038168689265364723,1.1455785354815518,1.2568455691995635,3.5264332068349526,0.03238171435962715,0.0388279229156328,0.05289464964963974,0.04550416901100063,0.997101655607252,-0.027096851504337494,0.13989219807790668,1,0.0456107253342933,0.0024470343624809973,48.0,24,1.8835766571187031,1.1554429410000888,1.2649674314665207,3.5725245248642845,0.0,0.2147828506542186,0.274586908474018,0.4574096798270695,0.5615884925113297,-1.5970916317668444,3.7698985152659366,0,0.0,0.0,38.0,19,57.63638227233395,1.1780778981507447,1.2849973554374776,3.5579163295586747,0.0,0.01366843799377779,0.01670214374880429,0.02293724747856605,0.871460305440794,-1.024400892777551,0.013948080290286108,1,0.035591927066707,0.014438568099339005,34.0,17,0.23349119913795116,0.9769173783624995,1.194838728433243,3.187505264143873,0.0382834201564786,0.025480394190196137,0.04477317090904083,0.0460922413924917,-0.07015780902961409,-1.3163260001650188,0.10023184166250901,0,0.0,0.0,52.0,26,0.811557146920254,0.48438519758174947,0.7201571138538537,1.8497701713473162
median_motion_003,median,motion,1,0.02616578551367835,0.008109821259562697,0.02742667428513342,0.009651981961179824,-0.9373078413822785,1.3390756862898874,0.03761112311713994,2,0.032358097474869604,0.011706998037663853,50.0,25,0.08204111560380262,1.5694055507723297,1.3156619809186132,4.177797261512918,0.00014476734795743274,0.0017311431783649206,0.0023483624946107127,0.0035484720992230746,0.3071462744996309,-1.7564744548785067,0.00027574032030471245,1,0.0040074586416765,0.0040074586416765,44.0,22,0.003746070339650929,0.6447895006713149,0.7783949496163194,2.640597304370553,0.02751798200611395,0.018266532279665165,0.029619405219276695,0.0393540143337274,-0.15635766417280425,-1.7071948375358812,0.04386545827718578,1,0.0456107253342933,0.0454234021285048,54.0,27,0.41708253482893404,0.4567886155514158,0.5721195321511404,1.9900767201147682,0.28085961888090566,0.19807534501955154,0.32573293800831027,0.4175640008334827,-0.06296443716985599,-1.8188356979762819,5.305097345176285,1,0.4793106550536519,0.4634530458550847,52.0,26,49.04226445330323,0.4111624909112222,0.4557517862670698,1.6689075179019004,0.03385137642221325,0.013488711798371729,0.030780335096012832,0.013905068153508702,-1.063974893609612,-0.11585924080910548,0.04737145143114196,3,0.03836478547247817,0.007913788134174966,62.0,31,0.2272604256634392,1.2042516581535783,1.25416373193556,3.7072771199610366,0.05914523217013045,0.026203485831720937,0.058882226350335666,0.03582869226797224,-0.9238862156006779,-0.4291066548754552,0.1733558289986082,2,0.077448412578603,0.014467616101165204,57.99999999999999,29,0.8579384120056577,1.1475577647600774,1.2784029833713269,3.496230700837717
median_motion_004,median,motion,1,0.035950742435829505,0.1771611040912704,0.23234097360328199,0.30621408842820597,0.9282317868565592,-0.9712801063879639,2.699116400746049,0,0.0,0.0,32.0,16,39.20680543531758,1.2338103862233227,1.2985562347702144,3.691551080426253,0.0,0.0006166020782726363,0.0006352829945550774,0.0,4.193470484429063,16.60906176613233,2.0179224158543328e-05,0,0.0,0.0,8.0,4,0.00047316755767448784,1.7751996066186242,1.2907591778104308,4.367374779333177,0.038117037660857556,0.02115232263392018,0.038967555519645806,0.038405095368881426,-0.24337930748638809,-1.3052030305238989,0.07592351915883391,1,0.0634266849764882,0.0003891570432147107,57.99999999999999,29,0.5592262979656929,0.8097562827692556,1.079198491675252,2.7790788720038284,0.01966164610110985,0.15060747519718756,0.17532308257338142,0.05892812731282805,1.8036835619287366,1.6659299187178336,1.5369091641516357,0,0.0,0.0,22.0,11,28.328802171629494,1.2754703736164492,1.2783155009404819,3.8357470472606696,0.03019477078967205,0.0068234054483141005,0.031772049545385074,0.011288846072764626,0.25206917135464946,-1.3534541240911482,0.05047315661572018,2,0.039751214675363744,0.011081268986702248,48.0,24,0.05819794458856452,0.5888609296891258,0.7188899406200931,2.4466145198356624,0.0770759669922361,0.021999948098831202,0.08590809004633809,0.02779908716430296,0.319295573025059,-0.8993749630272259,0.36900999677048674,1,0.1223717582500361,0.0013255287916904973,40.0,20,0.6047649879811208,1.1188128372427126,1.252469005027313,3.450070334995235
median_motion_005,median,motion,1,0.31870606602423623,0.18934372709194563,0.3294904002165723,0.412059440239239,-0.1392670141458679,-1.7647962007929099,5.428196191743849,1,0.4922269528863245,0.45517476985532423,54.0,27,44.81380435944588,0.36185130573869695,0.34528122348503004,1.625032349401495,0.0,0.00024162716871646775,0.00027060970633842725,1.898037116630629e-05,1.7591794690627267,1.513026212922714,3.661480658228491e-06,0,0.0,0.0,22.0,11,7.288851135992002e-05,1.3963480844431269,1.3351202262528308,3.9633961985891872,0.048116381366882094,0.014268425079174809,0.04783827931816225,0.017317885437499923,-1.171396239259453,1.298902514747149,0.11442504840612552,1,0.0634266849764882,0.033818093871234106,54.0,27,0.2544081510875085,1.0640258604777468,1.1524977323363614,3.489796701971262,0.036245196865959145,0.04289290668619033,0.06258051562179195,0.09023159560474893,0.13372446914943445,-1.8069559917676028,0.19581604677446737,1,0.1013875086452188,0.0022162383469218894,48.0,24,2.2988529276242766,1.1565817643567835,1.284357091312203,3.422306043213648,0.0261610905001104,0.011097159930751265,0.03461640435865103,0.021899960209776297,0.7865373289306783,-1.1077060267415115,0.05991477253608169,1,0.0525549104373268,0.0053834304530330016,34.0,17,0.15391553047888393,0.8466756628822368,1.103291065255987,2.8671154623452946,0.08569086019017935,0.02755934721673303,0.0881307144017315,0.038123318827590444,-0.4974695356146027,-0.467540991308665,0.3883511410479782,1,0.1223717582500361,0.06614381589279769,52.0,26,0.9492811664553789,0.8761621860535568,1.1059487798373548,2.937812577449135
median_motion_006,median,motion,1,0.0300328096826454,0.1857885836794288,0.2349359940012788,0.23224611256251015,1.1077489534174154,-0.6224604450705913,2.7597460638684455,1,0.4922269528863245,0.017566370570035128,28.000000000000004,14,43.12212661980428,1.189018925658817,1.2823235769126275,3.6180457999528817,0.0005459743916007499,0.0012512732758076766,0.0015600099740319727,0.00105026890134755,1.5274853079473119,0.9858664416524654,0.0001216815559539618,1,0.001092543792794,0.001092543792794,30.0,15,0.0019548154768155405,1.349839587340291,1.2966261316826342,3.909802878942622,0.0267768322877741,0.02100092743857797,0.03407624587084369,0.034344834552531026,0.1538486399034221,-1.4746489818282558,0.058059526632509566,1,0.0440103308771905,0.006742336990805904,50.0,25,0.55080747128643,1.3266762800409044,1.3238439958488333,3.806817286827434,0.08751216384024399,0.012049664890742984,0.08695448873095643,0.015504295559651826,-1.3262013439574742,2.4986045397454983,0.37805415552310145,2,0.09522616737564199,0.01405327293642205,62.0,31,0.18119006329382878,1.4829466871022219,1.3471373061611944,4.069912787317586,0.0307400862721365,0.015364057759278084,0.034498314636770104,0.027473603022711752,-0.1028782197629848,-1.328668833177887,0.05950668563887932,1,0.0525549104373268,0.029654166751104005,50.0,25,0.2950548136688782,0.7109433995331303,1.0018358665407556,2.376730260511262,0.073450662615262,0.025974463746061213,0.07355851627329824,0.04121555298907458,-0.1705951667574105,-0.8966178440247741,0.2705427658164541,2,0.0896223249732188,0.020783663042263104,54.0,27,0.8429236983688188,1.1468992236874325,1.2256140503347104,3.637031319265852
median_motion_007,median,motion,1,0.02732515366755205,0.0036747116335842565,0.026619789486094066,0.004115181932762477,-0.9705917383716122,0.03404783074423667,0.03543065961419821,2,0.0303174055627996,0.0040075518413187,62.0,31,0.016876223685648954,0.9292669241663664,1.0898205797168905,3.2665788070115322,0.0033238452455359,0.0018804835157855953,0.0035378996912945123,0.003615063797009675,-0.2185385314328778,-1.396606186492865,0.0006258367112830903,1,0.005495134280444,0.0030591935831037003,54.0,27,0.004419986960360559,0.8032330597317784,1.0831307658328715,2.6809046245489516,0.0027334779102564,0.005402894641689761,0.0070812189323303295,0.0088111629572669,1.458356700147743,1.9494233322257006,0.0025071830783796748,1,0.0117647565646777,0.0027120851985282003,30.0,15,0.03639805169589642,1.6306584072819417,1.3660932040299134,4.185920283646576,0.07748363095804325,0.008749056893150024,0.0796727330025022,0.011913203817466578,-0.018504303666632096,-0.6543217553700602,0.31738721920440016,1,0.0890648261060652,0.013034954784839403,44.0,22,0.09551300415343304,1.5159529259171487,1.3227890401320226,4.106197947905535,0.0314537936976724,0.012257746557342537,0.029685901139731862,0.023788893042601733,-0.3738796591987613,-1.3747024953749973,0.044062636323896676,1,0.0405618315782117,0.011364394514651502,57.99999999999999,29,0.18777144582064015,1.0101481668662151,1.2144915905785543,3.2160364219743007,0.0470834439215046,0.02968858726490339,0.05749946625912432,0.04236829201210533,0.274448137328075,-1.1211808386907802,0.1653094310042088,1,0.1029115925103514,0.0774308104528408,48.0,24,1.1017639442481881,0.4319519520348803,0.5178211630276525,1.8496086947007793
median_motion_008,median,motion,1,0.02498012442641085,0.010410734974962846,0.02186984078536623,0.021677241755931526,-0.34023694870205673,-1.6399017853818358,0.023914496798863406,1,0.031140066779361,0.004064586135950399,56.00000000000001,28,0.13546534869187127,0.839935460110294,1.0942478326006568,2.8741502581656757,0.0027621711547244,0.0013017055448440093,0.003618415433441072,0.0022399344220872747,0.4429720832842513,-1.336783989093734,0.000654646512448227,1,0.005495134280444,0.0013043528002844003,40.0,20,0.0021180261683608104,0.5256056854693698,0.6895929145811929,2.3061871903168902,0.0026909832296182004,0.0025431808020448974,0.003736913092369813,0.004131455214039525,0.7199960269270399,-0.005479569453527233,0.0006982259729962459,2,0.00534351408556735,0.00534351408556735,44.0,22,0.008070182634116949,1.6028352941115165,1.2941301627082948,4.209763594218119,0.0772153239956854,0.029426273013124477,0.09594751890159589,0.05398842665612198,0.8003680695597198,-0.8686730005530343,0.4602963191686051,0,0.0,0.0,34.0,17,1.0817691102271931,1.2007414137930417,1.281125752977579,3.6370190719430235,0.0188197538628773,0.012145729872900074,0.025436792138673156,0.02162755778741942,0.16812482302543216,-1.4244092156441481,0.03235151971530322,1,0.0405618315782117,0.0273239518813521,44.0,22,0.18439136642265788,0.667471021111431,0.9630690570745188,2.388313195410503,0.02211178500524815,0.017095363001045465,0.03204523196751679,0.027080169612393144,0.7535414281514045,-0.7077413005538729,0.051344844592598006,2,0.0388864464304469,0.010443508825068448,36.0,18,0.3652922699068645,0.7489993732328935,0.9361140028559335,2.8223354122365016
median_motion_009,median,motion,1,0.02276581324504895,0.012983041044533284,0.024884220469622242,0.024119658899212047,0.06385107002576108,-1.4273848826423992,0.03096122141903833,1,0.0415424970468416,0.0064302108788676995,52.0,26,0.21068914942450295,0.6800559009166373,0.9957292173523439,2.3711585223823595,0.0027160430653013,0.0008249017277720446,0.003029081128047586,0.0008619617320137752,0.649557999573512,-0.30229946510554706,0.0004587666240147018,1,0.0046818921949945,0.0022402893595413,36.0,18,0.0008505755248699532,0.5152576614252146,0.5663003267326269,2.335957672684539,0.00395434053823965,0.0027803741996234783,0.004815016156444674,0.0035492703731737,0.37015594903072324,-0.10592273519504225,0.0011592190293411623,3,0.0074168168402054665,0.006169053229045034,50.0,25,0.00966309042131663,0.8472257285469932,0.7442266735741604,3.1298015479282686,0.11317269685569689,0.035467223927658706,0.11319157383809428,0.0694869673940826,-0.048293359486763575,-1.453555397284443,0.6406166193972375,1,0.1591113892104835,0.09880630358833961,54.0,27,1.572396709771976,0.4616629786304329,0.6651331723469974,1.8609035263890061,0.020438329475609,0.016329599772601528,0.030803445250165436,0.032267363586859873,0.22869509662903392,-1.5605895545061634,0.047442611963996975,1,0.0500150093633381,0.0198683729001272,46.0,23,0.333319738600248,0.38951926328277064,0.35775072740430114,1.8965197929641968,0.04873141235701885,0.026475758421251987,0.05373147905249552,0.05587145951097949,0.06222732263983148,-1.4111973706363852,0.14435359205843823,2,0.06822627287647665,0.0053532641632133525,57.99999999999999,29,0.8758127937413089,1.1559780887406064,1.277497330888486,3.521029570043477
