time_s,amp_mean,amp_std,amp_max,phase_std,i_mean,q_mean,label
0.0,18.906369254740476,8.32734218907927,3.710142414513549,0.24992299009955216,-9.21049539406346,14.565039918116685,1
0.1,25.01150615633713,11.079535315819063,4.941617659332711,0.33150276740214313,-11.981035823950872,19.172356192425795,1
0.2,30.998451347943686,13.81757588078688,6.169949568140661,0.4120458130663783,-14.571801432958036,23.631054247697033,1
0.3,30.525684507983282,13.76096563369897,6.1573762240958105,0.4078988865129549,-13.852702149437054,23.036581371545548,1
0.4,29.934725958032775,13.690202824839082,6.141659544039749,0.4027152283211758,-12.953828045035825,22.29349027635619,1
0.5,29.343767408082268,13.619440015979194,6.125942863983686,0.39753157012939655,-12.054953940634597,21.550399181166835,1
0.6000000000000001,28.75280885813176,13.548677207119308,6.110226183927623,0.3923479119376173,-11.15607983623337,20.807308085977482,1
0.7000000000000001,28.161850308181254,13.477914398259422,6.09450950387156,0.3871642537458381,-10.257205731832142,20.064216990788125,1
0.8,27.570891758230744,13.407151589399536,6.0787928238154985,0.38198059555405894,-9.358331627430914,19.32112589559877,1
0.9,26.979933208280237,13.336388780539647,6.063076143759435,0.37679693736227976,-8.459457523029686,18.578034800409416,1
1.0,26.38897465832973,13.26562597167976,6.047359463703374,0.3716132791705005,-7.560583418628458,17.834943705220063,1
1.1,25.798016108379226,13.194863162819871,6.031642783647311,0.36642962097872134,-6.66170931422723,17.09185261003071,1
1.2000000000000002,25.20705755842872,13.124100353959985,6.015926103591248,0.3612459627869421,-5.762835209826001,16.348761514841353,1
1.3,24.61609900847821,13.053337545100097,6.000209423535186,0.3560623045951629,-4.863961105424773,15.605670419651998,1
1.4,24.0251404585277,12.982574736240212,5.984492743479123,0.35087864640338373,-3.965087001023545,14.862579324462644,1
1.5,23.434181908577195,12.911811927380324,5.9687760634230616,0.3456949882116045,-3.066212896622316,14.119488229273287,1
1.6,22.84322335862669,12.841049118520436,5.953059383366998,0.34051133001982525,-2.1673387922210883,13.376397134083932,1
